bet_id,player_id,bet_time,game_type,bet_amount,win_amount
5545,933,2024-10-12 06:46:02,Live Casino,952.4,1428.6
5546,332,2024-05-21 21:09:44,Sports Betting,356.82,0.0
5547,826,2024-09-01 06:31:23,Slots,593.45,593.45
5548,203,2025-02-21 17:45:34,Slots,399.25,0.0
5549,518,2024-06-16 14:24:20,Live Casino,133.64,668.2
5550,463,2024-10-06 11:59:54,Sports Betting,377.11,565.66
5551,329,2024-04-10 19:01:59,Live Casino,411.35,2056.75
5552,277,2024-05-28 02:27:48,Live Casino,663.4,0.0
5553,60,2025-01-17 21:54:25,Slots,278.46,1392.3
5554,625,2025-01-10 21:23:07,Slots,588.6,2943.0
5555,195,2024-06-16 05:06:22,Table Games,496.24,496.24
5556,892,2024-05-30 15:21:17,Sports Betting,987.35,0.0
5557,325,2025-03-26 06:10:02,Live Casino,298.43,0.0
5558,778,2024-10-19 23:46:00,Table Games,655.75,0.0
5559,961,2024-10-04 09:00:16,Slots,80.35,160.7
5560,106,2024-10-22 11:25:39,Sports Betting,464.01,2320.05
5561,12,2025-04-03 02:13:42,Slots,150.26,300.52
5562,537,2025-01-17 19:19:18,Live Casino,330.82,0.0
5563,258,2024-06-12 09:03:17,Slots,654.7,3273.5
5564,527,2024-06-08 18:31:15,Sports Betting,307.39,461.08
5565,679,2025-03-22 08:12:53,Sports Betting,483.29,0.0
5566,103,2024-12-04 08:59:00,Slots,659.4,0.0
5567,744,2025-03-26 12:50:36,Table Games,283.11,424.67
5568,902,2024-07-20 20:17:42,Live Casino,872.2,1744.4
5569,612,2024-06-25 05:02:02,Sports Betting,337.32,337.32
5570,935,2024-05-02 19:27:53,Live Casino,192.41,0.0
5571,930,2024-08-21 05:58:42,Slots,525.55,2627.75
5572,549,2025-03-05 12:20:24,Slots,142.75,214.12
5573,235,2024-09-11 16:57:22,Slots,9.15,13.73
5574,610,2024-07-02 04:25:14,Live Casino,837.44,0.0
5575,279,2024-07-09 06:03:02,Slots,84.73,423.65
5576,971,2024-10-18 09:11:25,Live Casino,971.13,0.0
5577,702,2024-11-11 15:16:43,Sports Betting,860.18,0.0
5578,618,2024-06-21 00:36:21,Live Casino,270.49,0.0
5579,26,2024-07-06 16:45:13,Slots,221.47,442.94
5580,8,2024-08-02 09:38:37,Sports Betting,917.51,1835.02
5581,495,2024-04-28 23:22:38,Sports Betting,950.51,0.0
5582,329,2024-10-22 12:51:35,Table Games,574.77,0.0
5583,67,2024-11-28 08:44:11,Live Casino,135.51,0.0
5584,849,2024-06-24 14:47:08,Live Casino,152.43,0.0
5585,393,2025-03-13 09:27:44,Sports Betting,308.92,0.0
5586,837,2024-12-31 13:20:57,Sports Betting,983.39,1475.09
5587,979,2024-04-10 20:20:43,Table Games,149.27,0.0
5588,934,2024-08-25 05:38:30,Slots,645.97,968.96
5589,190,2025-01-08 10:24:42,Slots,129.52,0.0
5590,856,2024-05-21 14:16:20,Table Games,388.05,582.08
5591,131,2024-04-13 09:50:09,Sports Betting,525.09,787.63
5592,74,2025-04-05 12:46:19,Slots,19.68,98.4
5593,643,2024-04-27 19:59:32,Sports Betting,906.93,0.0
5594,941,2024-12-22 03:26:08,Live Casino,934.61,934.61
5595,714,2024-07-21 01:55:34,Sports Betting,909.84,0.0
5596,704,2024-09-14 02:34:35,Live Casino,213.03,0.0
5597,209,2024-12-13 15:19:25,Table Games,227.68,0.0
5598,693,2024-10-31 20:19:27,Slots,272.77,0.0
5599,634,2024-10-19 04:27:17,Live Casino,-935.64,0.0
5600,958,2024-11-09 12:04:34,Table Games,288.74,0.0
5601,355,2024-12-07 16:54:59,Slots,885.83,0.0
5602,139,2025-01-05 00:02:28,Table Games,939.13,1408.69
5603,345,2025-03-22 23:57:44,Sports Betting,466.91,0.0
5604,469,2024-12-06 22:29:00,Live Casino,621.54,1243.08
5605,432,2024-08-19 23:16:51,Sports Betting,835.86,1253.79
5606,366,2025-01-05 14:12:48,Table Games,929.77,0.0
5607,366,2024-04-18 20:52:37,Sports Betting,867.43,0.0
5608,778,2024-04-28 09:43:25,Live Casino,290.11,0.0
5609,848,2024-04-20 15:51:55,Table Games,682.82,1365.64
5610,379,2025-01-04 17:43:24,Table Games,160.9,804.5
5611,477,2025-01-12 10:24:23,Table Games,987.84,1975.68
5612,911,2025-04-01 23:52:25,Live Casino,783.72,0.0
5613,451,2024-09-18 00:31:04,Live Casino,21.15,42.3
5614,455,2024-05-01 22:08:55,Sports Betting,554.6,831.9
5615,704,2024-12-24 12:00:05,Live Casino,474.51,949.02
5616,453,2024-12-11 00:14:23,Table Games,599.93,1199.86
5617,409,2024-11-27 09:47:07,Table Games,165.09,0.0
5618,132,2025-03-13 13:25:14,Slots,949.59,1424.38
5619,337,2025-03-04 15:02:01,Table Games,688.73,0.0
5620,871,2024-12-31 07:04:13,Slots,313.04,469.56
5621,45,2024-04-23 01:55:11,Live Casino,476.89,0.0
5622,42,2025-01-09 11:56:55,Sports Betting,529.0,529.0
5623,14,2024-05-14 07:17:00,Sports Betting,397.43,794.86
5624,772,2025-02-13 22:39:40,Slots,409.21,818.42
5625,216,2024-12-20 01:10:55,Table Games,832.94,0.0
5626,570,2025-02-21 16:08:21,Table Games,282.1,1410.5
5627,503,2025-01-28 17:36:04,Table Games,341.99,0.0
5628,885,2025-01-07 05:32:25,Sports Betting,968.37,4841.85
5629,165,2025-01-17 06:26:59,Live Casino,319.61,0.0
5630,293,2024-05-17 16:08:29,Sports Betting,495.82,0.0
5631,500,2024-09-30 10:15:30,Table Games,350.9,350.9
5632,94,2024-06-27 02:28:55,Sports Betting,263.21,394.81
5633,474,2024-04-22 09:11:49,Sports Betting,14.33,0.0
5634,47,2024-05-13 19:31:56,Slots,744.4,0.0
5635,884,2025-04-08 01:37:36,Slots,420.89,841.78
5636,253,2024-05-15 15:29:44,Live Casino,757.53,0.0
5637,218,2024-06-14 23:50:56,Sports Betting,614.51,614.51
5638,806,2024-10-10 08:41:19,Live Casino,434.81,0.0
5639,247,2024-06-07 13:38:43,Slots,196.61,294.92
5640,260,2024-04-09 18:51:23,Table Games,434.05,0.0
5641,109,2024-08-12 02:35:56,Slots,419.82,839.64
5642,15,2024-10-28 01:51:18,Table Games,597.86,0.0
5643,632,2025-01-14 15:06:24,Slots,696.26,0.0
5644,601,2025-02-16 04:44:02,Table Games,-129.73,194.59
5645,109,2024-10-20 14:49:42,Sports Betting,398.61,0.0
5646,854,2024-08-24 19:57:51,Slots,529.01,793.51
5647,832,2024-05-27 16:03:13,Live Casino,203.26,0.0
5648,870,2024-07-18 01:14:33,Table Games,105.46,0.0
5649,878,2024-09-25 04:00:11,Slots,36.61,0.0
5650,360,2024-11-06 14:13:52,Table Games,602.26,0.0
5651,666,2024-07-12 01:48:57,Sports Betting,736.84,0.0
5652,443,2024-07-13 13:06:23,Sports Betting,639.65,3198.25
5653,465,2024-06-24 19:33:44,Live Casino,852.18,1704.36
5654,865,2024-08-01 11:21:08,Table Games,551.81,0.0
5655,931,2025-03-15 04:10:26,Table Games,277.57,0.0
5656,77,2025-01-25 07:49:45,Slots,977.69,0.0
5657,719,2024-06-15 13:18:12,Sports Betting,326.54,0.0
5658,356,2024-09-25 14:55:42,Slots,576.07,0.0
5659,72,2024-04-30 15:51:36,Sports Betting,628.18,3140.9
5660,178,2024-07-10 12:19:55,Slots,674.7,1012.05
5661,528,2024-07-07 19:25:30,Table Games,7.93,0.0
5662,691,2024-08-13 01:03:53,Slots,920.88,1841.76
5663,648,2025-02-24 09:49:58,Slots,-771.75,1543.5
5664,133,2024-09-19 05:01:22,Table Games,95.66,191.32
5665,165,2025-04-05 11:23:25,Table Games,22.93,0.0
5666,737,2024-10-01 00:28:17,Slots,303.76,0.0
5667,227,2025-01-14 02:21:50,Live Casino,-131.51,197.26
5668,279,2024-08-18 20:46:00,Live Casino,273.86,547.72
5669,110,2024-07-25 21:11:21,Slots,265.53,0.0
5670,279,2024-05-11 08:12:08,Live Casino,141.48,0.0
5671,686,2025-01-25 22:07:05,Sports Betting,253.72,380.58
5672,849,2024-09-23 14:12:22,Live Casino,428.61,2143.05
5673,713,2024-12-09 17:50:01,Live Casino,890.79,1781.58
5674,113,2024-12-27 13:03:53,Live Casino,827.48,0.0
5675,434,2024-10-07 21:44:34,Sports Betting,726.09,1089.13
5676,928,2024-12-30 08:18:48,Table Games,47.48,0.0
5677,252,2024-06-09 19:45:55,Table Games,129.07,129.07
5678,502,2024-04-10 00:44:45,Sports Betting,472.43,472.43
5679,636,2024-07-27 16:01:42,Table Games,12.53,25.06
5680,114,2024-04-30 09:54:26,Slots,855.78,0.0
5681,208,2024-06-10 16:26:32,Sports Betting,132.47,0.0
5682,344,2024-06-28 03:22:23,Slots,229.07,343.61
5683,982,2024-07-17 05:59:23,Live Casino,749.82,0.0
5684,705,2024-10-09 18:43:38,Table Games,-998.96,4994.8
5685,657,2024-04-11 06:31:03,Sports Betting,-683.53,1367.06
5686,754,2024-10-06 15:25:43,Live Casino,22.23,0.0
5687,583,2024-06-30 19:13:45,Slots,861.29,1722.58
5688,635,2024-12-31 03:14:29,Slots,46.35,231.75
5689,536,2024-11-01 18:07:09,Slots,103.52,0.0
5690,452,2024-07-21 10:18:28,Table Games,129.36,194.04
5691,100,2024-05-02 00:10:04,Sports Betting,68.12,136.24
5692,924,2024-09-23 11:04:43,Table Games,411.64,0.0
5693,146,2024-07-21 19:36:35,Live Casino,51.68,258.4
5694,844,2025-02-25 23:19:12,Table Games,459.65,2298.25
5695,190,2024-07-05 15:44:43,Live Casino,954.66,4773.3
5696,907,2024-11-13 15:38:28,Live Casino,657.86,0.0
5697,555,2024-11-25 13:04:42,Table Games,880.03,0.0
5698,841,2025-02-04 05:16:30,Table Games,450.96,0.0
5699,299,2024-05-01 21:38:58,Live Casino,592.87,0.0
5700,452,2024-04-09 16:49:18,Slots,710.51,0.0
5701,48,2025-03-05 23:58:58,Slots,907.77,1361.65
5702,916,2024-12-25 04:29:39,Live Casino,78.78,0.0
5703,633,2024-08-28 16:43:08,Slots,616.17,3080.85
5704,182,2024-08-16 03:32:25,Sports Betting,400.73,400.73
5705,844,2024-08-14 00:02:51,Table Games,130.48,0.0
5706,58,2024-08-12 16:14:29,Table Games,927.25,1854.5
5707,460,2024-12-17 07:43:24,Live Casino,550.12,550.12
5708,961,2025-03-24 23:03:23,Live Casino,611.59,611.59
5709,220,2024-09-08 05:47:33,Table Games,644.84,644.84
5710,380,2024-06-03 11:26:20,Slots,22.36,33.54
5711,559,2024-10-26 04:04:15,Sports Betting,447.38,894.76
5712,76,2024-08-23 09:15:34,Slots,-335.17,670.34
5713,57,2024-07-31 19:49:51,Slots,98.22,0.0
5714,73,2024-11-30 07:57:40,Slots,710.99,3554.95
5715,413,2024-06-05 00:13:40,Sports Betting,121.66,0.0
5716,49,2025-03-30 16:30:54,Sports Betting,936.04,1872.08
5717,988,2024-04-25 03:38:41,Table Games,623.19,0.0
5718,700,2024-09-11 20:22:44,Sports Betting,884.37,0.0
5719,844,2025-03-02 11:41:00,Table Games,220.42,0.0
5720,706,2024-09-19 13:23:19,Sports Betting,313.96,0.0
5721,207,2024-12-02 17:35:50,Sports Betting,755.78,1511.56
5722,774,2025-02-08 05:49:40,Slots,733.46,0.0
5723,737,2025-01-03 05:42:59,Sports Betting,939.6,0.0
5724,746,2024-05-25 17:27:18,Table Games,813.04,0.0
5725,709,2024-10-20 09:43:56,Sports Betting,532.96,1065.92
5726,359,2024-11-21 17:17:43,Table Games,427.86,427.86
5727,444,2024-07-16 20:56:09,Live Casino,64.99,97.48
5728,103,2024-05-18 09:08:54,Live Casino,556.67,0.0
5729,685,2024-04-26 01:44:40,Table Games,103.22,516.1
5730,904,2024-04-27 11:31:14,Sports Betting,854.75,0.0
5731,514,2025-01-10 18:48:34,Sports Betting,75.41,377.05
5732,864,2024-12-16 22:02:16,Sports Betting,191.58,383.16
5733,623,2024-07-16 16:20:36,Live Casino,-812.44,0.0
5734,799,2025-01-25 03:57:34,Sports Betting,-636.72,636.72
5735,220,2024-07-30 07:11:02,Sports Betting,47.21,0.0
5736,886,2024-07-18 18:00:28,Table Games,586.24,879.36
5737,217,2025-01-15 01:31:50,Table Games,398.58,398.58
5738,21,2024-05-24 16:16:49,Sports Betting,858.17,4290.85
5739,730,2024-11-02 07:55:09,Live Casino,374.25,374.25
5740,480,2024-07-13 21:31:19,Slots,805.0,805.0
5741,180,2024-12-05 18:32:21,Table Games,249.55,1247.75
5742,675,2024-09-05 15:51:01,Live Casino,860.55,0.0
5743,904,2025-01-29 12:30:24,Table Games,73.17,365.85
5744,205,2025-04-03 03:54:39,Sports Betting,928.84,1857.68
5745,227,2025-03-07 11:14:42,Table Games,646.75,970.12
5746,98,2024-07-29 20:29:32,Slots,722.17,722.17
5747,282,2024-08-20 07:17:13,Live Casino,302.2,0.0
5748,337,2025-02-27 22:02:50,Table Games,577.47,2887.35
5749,424,2024-09-16 13:27:02,Slots,740.43,0.0
5750,894,2024-06-26 02:10:31,Live Casino,-5.42,0.0
5751,356,2025-01-14 14:35:54,Sports Betting,9.59,0.0
5752,238,2024-09-12 10:47:14,Slots,723.3,0.0
5753,836,2024-10-18 16:51:37,Table Games,119.69,179.53
5754,835,2024-05-13 08:01:05,Sports Betting,626.08,3130.4
5755,322,2024-07-07 10:57:10,Slots,172.43,0.0
5756,496,2024-06-30 07:11:59,Sports Betting,345.31,1726.55
5757,458,2024-12-23 18:00:00,Sports Betting,33.26,166.3
5758,708,2024-04-12 02:02:08,Slots,106.16,212.32
5759,122,2024-06-09 22:30:23,Sports Betting,219.28,0.0
5760,493,2024-06-04 03:37:19,Live Casino,10.66,0.0
5761,605,2024-04-18 11:27:58,Live Casino,193.0,0.0
5762,52,2024-04-26 19:15:50,Sports Betting,69.55,69.55
5763,897,2025-01-30 15:48:09,Sports Betting,470.04,0.0
5764,845,2024-06-20 19:14:50,Slots,500.98,0.0
5765,622,2024-08-20 16:15:20,Slots,607.46,0.0
5766,616,2024-07-09 07:23:43,Sports Betting,379.8,379.8
5767,720,2024-08-03 19:30:40,Live Casino,65.18,0.0
5768,482,2024-09-19 15:58:09,Slots,75.07,0.0
5769,53,2024-12-08 01:57:46,Slots,212.72,425.44
5770,799,2024-05-03 12:48:52,Table Games,125.77,0.0
5771,400,2024-05-31 04:16:39,Sports Betting,251.48,1257.4
5772,433,2024-11-28 08:10:16,Slots,275.97,0.0
5773,373,2025-02-22 06:34:24,Slots,561.4,1122.8
5774,587,2024-05-03 10:21:58,Table Games,381.6,0.0
5775,500,2024-08-30 07:59:48,Table Games,240.21,240.21
5776,19,2024-05-02 15:44:01,Live Casino,443.42,886.84
5777,511,2024-10-30 13:04:39,Slots,781.49,0.0
5778,666,2025-01-18 05:39:28,Slots,887.41,0.0
5779,156,2024-05-20 08:21:38,Table Games,318.23,1591.15
5780,198,2025-01-26 15:26:13,Table Games,625.13,1250.26
5781,190,2025-01-11 04:39:48,Sports Betting,872.3,0.0
5782,756,2024-07-02 22:12:53,Sports Betting,-86.49,432.45
5783,585,2024-07-16 12:25:49,Table Games,789.73,0.0
5784,589,2024-09-02 21:18:43,Table Games,897.16,1794.32
5785,893,2024-10-31 02:41:39,Live Casino,822.41,0.0
5786,793,2024-07-15 11:08:01,Sports Betting,491.27,0.0
5787,792,2024-12-23 12:09:22,Table Games,963.88,1927.76
5788,918,2025-01-31 21:32:59,Sports Betting,770.47,0.0
5789,237,2025-01-05 15:02:59,Slots,43.38,0.0
5790,357,2024-08-06 21:12:14,Sports Betting,709.28,1063.92
5791,376,2024-08-28 15:35:10,Sports Betting,719.11,1438.22
5792,246,2025-01-05 10:18:14,Sports Betting,375.32,375.32
5793,458,2025-02-16 00:19:55,Table Games,529.28,0.0
5794,392,2024-06-01 05:38:38,Live Casino,370.21,740.42
5795,470,2025-02-14 11:51:00,Slots,115.2,576.0
5796,331,2024-10-14 00:24:25,Table Games,9.51,0.0
5797,335,2024-11-26 23:28:24,Slots,330.91,496.37
5798,928,2024-11-04 09:17:37,Live Casino,774.45,0.0
5799,166,2024-04-24 04:10:48,Live Casino,734.41,0.0
5800,352,2025-03-03 09:42:18,Table Games,-179.91,0.0
5801,164,2025-02-22 02:57:07,Slots,69.72,139.44
5802,840,2025-01-18 19:09:34,Live Casino,618.53,0.0
5803,489,2024-09-09 03:59:23,Slots,226.6,339.9
5804,279,2024-12-02 13:22:30,Sports Betting,803.74,0.0
5805,980,2024-08-15 02:19:00,Sports Betting,106.39,212.78
5806,997,2024-06-05 20:27:01,Slots,485.04,0.0
5807,780,2024-08-20 11:16:58,Live Casino,441.16,0.0
5808,757,2024-07-07 00:26:00,Live Casino,733.92,0.0
5809,648,2024-10-20 09:32:25,Slots,654.47,0.0
5810,592,2024-08-12 00:32:48,Sports Betting,96.04,144.06
5811,368,2024-09-08 23:42:44,Table Games,595.48,0.0
5812,557,2024-11-15 21:18:44,Live Casino,587.14,587.14
5813,301,2024-07-17 11:02:42,Sports Betting,223.19,0.0
5814,39,2025-03-18 10:54:44,Slots,266.84,0.0
5815,45,2024-11-15 03:18:06,Table Games,124.13,186.19
5816,923,2024-12-22 08:35:17,Live Casino,930.74,0.0
5817,822,2025-01-06 14:47:41,Sports Betting,121.73,0.0
5818,627,2025-02-06 03:49:28,Table Games,932.0,0.0
5819,187,2024-08-16 00:38:40,Table Games,871.15,871.15
5820,420,2025-01-14 00:36:31,Slots,562.7,2813.5
5821,109,2025-04-04 13:10:36,Live Casino,945.71,0.0
5822,662,2024-04-29 11:45:31,Slots,829.01,1243.51
5823,721,2024-12-01 15:29:56,Table Games,568.64,1137.28
5824,914,2024-07-03 19:52:14,Sports Betting,11.86,0.0
5825,601,2024-11-02 15:02:54,Live Casino,347.07,347.07
5826,411,2024-05-26 06:49:43,Sports Betting,453.91,0.0
5827,844,2024-08-12 11:05:49,Slots,395.41,593.12
5828,451,2024-10-08 23:09:36,Live Casino,926.45,1389.68
5829,138,2025-03-14 21:04:55,Live Casino,224.12,448.24
5830,616,2024-08-15 02:26:20,Live Casino,284.82,427.23
5831,275,2024-09-11 17:50:34,Slots,895.2,0.0
5832,480,2024-05-22 07:00:10,Sports Betting,815.81,0.0
5833,963,2025-02-26 17:46:22,Slots,324.62,0.0
5834,31,2025-02-24 09:19:59,Live Casino,789.89,0.0
5835,347,2024-10-07 00:47:37,Sports Betting,616.95,616.95
5836,406,2024-12-04 13:12:47,Sports Betting,801.08,4005.4
5837,845,2025-02-27 02:54:31,Slots,533.1,0.0
5838,144,2025-03-20 03:09:05,Slots,827.5,4137.5
5839,587,2024-09-23 07:36:49,Sports Betting,524.26,786.39
5840,512,2024-09-14 22:27:15,Slots,591.38,0.0
5841,266,2024-07-04 11:56:47,Slots,747.49,0.0
5842,994,2024-08-18 11:36:04,Slots,620.4,1240.8
5843,796,2024-05-30 16:00:57,Slots,245.47,0.0
5844,241,2024-08-14 03:47:40,Slots,993.63,1490.44
5845,978,2024-07-05 19:51:17,Sports Betting,520.48,0.0
5846,750,2025-01-21 23:49:15,Sports Betting,217.27,325.91
5847,731,2025-01-23 11:41:52,Live Casino,487.08,2435.4
5848,967,2024-08-24 13:58:29,Sports Betting,165.99,165.99
5849,803,2024-04-27 11:34:34,Table Games,89.45,447.25
5850,181,2024-12-14 13:12:03,Sports Betting,939.21,1408.82
5851,369,2024-10-21 00:39:02,Live Casino,584.59,1169.18
5852,787,2024-06-10 19:38:00,Table Games,745.67,0.0
5853,318,2025-01-08 11:23:47,Sports Betting,959.27,959.27
5854,913,2024-08-16 05:31:20,Live Casino,243.79,0.0
5855,150,2024-11-02 10:58:14,Sports Betting,510.22,0.0
5856,242,2025-03-17 19:48:52,Table Games,270.03,405.04
5857,89,2024-12-07 01:57:11,Sports Betting,748.29,1496.58
5858,37,2025-01-24 11:02:36,Slots,121.42,0.0
5859,232,2025-01-24 10:22:28,Slots,826.11,0.0
5860,906,2025-02-28 02:03:47,Table Games,647.34,971.01
5861,663,2024-04-26 21:36:09,Slots,345.76,345.76
5862,539,2024-10-17 00:23:33,Live Casino,893.53,0.0
5863,252,2024-11-02 09:46:58,Table Games,945.6,0.0
5864,550,2024-12-31 03:46:14,Slots,567.2,0.0
5865,410,2025-02-15 04:57:39,Live Casino,530.77,2653.85
5866,788,2024-07-18 03:36:13,Sports Betting,241.77,483.54
5867,90,2025-02-22 18:00:57,Live Casino,238.02,357.03
5868,563,2025-03-11 04:29:51,Sports Betting,61.02,0.0
5869,904,2024-09-06 04:58:55,Sports Betting,231.74,0.0
5870,65,2024-09-22 19:20:56,Table Games,159.6,239.4
5871,516,2024-10-24 00:00:40,Sports Betting,715.88,1073.82
5872,619,2024-05-09 03:39:14,Sports Betting,758.14,0.0
5873,403,2024-05-25 13:20:55,Sports Betting,509.55,1019.1
5874,52,2024-07-21 07:25:17,Sports Betting,672.84,0.0
5875,310,2025-02-06 12:05:41,Live Casino,759.41,0.0
5876,402,2024-04-21 17:16:01,Table Games,899.89,1349.84
5877,311,2024-08-19 13:21:53,Slots,416.28,0.0
5878,609,2024-08-10 18:45:25,Table Games,421.16,0.0
5879,904,2024-10-17 01:07:33,Sports Betting,926.68,4633.4
5880,24,2024-10-04 21:57:43,Table Games,617.47,0.0
5881,311,2024-05-29 21:43:01,Sports Betting,942.11,0.0
5882,980,2025-02-19 14:42:22,Live Casino,322.56,1612.8
5883,736,2025-03-26 03:29:14,Table Games,515.56,0.0
5884,959,2024-07-14 22:09:30,Slots,-227.92,0.0
5885,910,2025-02-23 16:41:59,Table Games,800.09,800.09
5886,939,2024-07-06 13:08:18,Sports Betting,865.97,4329.85
5887,125,2024-09-15 17:48:15,Table Games,755.67,0.0
5888,80,2024-05-13 06:31:17,Table Games,730.58,3652.9
5889,442,2024-10-22 20:45:17,Sports Betting,612.99,0.0
5890,442,2024-08-26 18:47:39,Live Casino,76.22,0.0
5891,114,2024-06-19 05:32:28,Table Games,379.74,1898.7
5892,873,2024-06-24 15:30:23,Live Casino,415.39,0.0
5893,655,2025-03-01 19:21:08,Sports Betting,784.77,3923.85
5894,88,2024-09-28 12:09:49,Slots,137.8,0.0
5895,161,2024-10-15 11:30:38,Live Casino,238.05,0.0
5896,928,2024-04-24 20:23:19,Slots,673.5,0.0
5897,802,2024-05-22 12:42:28,Slots,828.15,4140.75
5898,780,2025-02-18 06:15:10,Sports Betting,846.84,846.84
5899,966,2024-12-26 11:04:18,Table Games,317.63,635.26
5900,281,2024-05-23 00:08:29,Live Casino,702.97,3514.85
5901,117,2024-08-07 12:21:36,Slots,194.22,0.0
5902,972,2024-08-14 04:46:43,Table Games,569.02,569.02
5903,730,2025-02-24 11:14:23,Slots,934.8,934.8
5904,189,2024-05-18 12:21:47,Table Games,322.31,644.62
5905,946,2025-03-25 19:32:11,Live Casino,957.55,1915.1
5906,185,2024-11-06 13:57:28,Live Casino,843.89,4219.45
5907,710,2025-01-30 22:25:09,Sports Betting,689.83,0.0
5908,123,2024-05-24 13:41:09,Live Casino,436.71,873.42
5909,624,2024-11-19 11:24:30,Sports Betting,783.63,0.0
5910,738,2024-12-22 17:50:34,Sports Betting,830.9,830.9
5911,181,2025-03-10 03:49:49,Live Casino,542.97,542.97
5912,549,2024-09-02 12:59:37,Table Games,425.74,638.61
5913,553,2024-12-21 06:53:58,Live Casino,981.03,0.0
5914,465,2024-10-28 00:53:59,Live Casino,317.43,0.0
5915,742,2024-10-22 17:37:34,Slots,418.24,0.0
5916,631,2024-11-23 02:38:23,Sports Betting,840.12,1680.24
5917,936,2024-12-14 04:20:02,Live Casino,353.04,0.0
5918,891,2025-03-19 07:07:33,Live Casino,78.6,117.9
5919,109,2025-02-06 06:05:27,Sports Betting,206.08,0.0
5920,939,2024-12-08 23:53:19,Slots,748.17,1496.34
5921,271,2024-09-28 11:47:59,Slots,597.76,896.64
5922,626,2024-05-25 20:00:35,Slots,45.8,68.7
5923,202,2025-01-10 03:57:07,Table Games,342.65,1713.25
5924,227,2025-03-14 20:49:46,Table Games,880.69,4403.45
5925,658,2024-04-18 13:31:03,Slots,268.28,1341.4
5926,809,2025-03-31 16:40:08,Live Casino,781.7,0.0
5927,438,2024-11-04 15:59:09,Table Games,791.98,0.0
5928,225,2025-03-16 10:32:11,Live Casino,253.35,506.7
5929,76,2024-08-05 03:12:05,Live Casino,936.41,0.0
5930,354,2024-06-11 05:12:43,Table Games,197.34,394.68
5931,784,2024-09-29 17:26:38,Live Casino,957.46,1436.19
5932,460,2025-03-20 02:50:37,Slots,342.08,1710.4
5933,735,2024-04-30 15:32:55,Slots,968.09,0.0
5934,424,2024-10-12 01:40:55,Live Casino,413.23,0.0
5935,676,2024-12-02 18:30:29,Live Casino,444.05,666.08
5936,994,2025-01-21 03:48:33,Slots,905.7,0.0
5937,660,2025-03-24 01:35:58,Table Games,357.6,1788.0
5938,343,2024-04-15 08:51:05,Table Games,423.47,0.0
5939,881,2024-06-15 17:53:28,Sports Betting,134.28,0.0
5940,240,2024-08-25 04:31:09,Live Casino,270.46,0.0
5941,784,2024-08-17 23:58:24,Table Games,831.47,0.0
5942,163,2025-03-16 17:08:23,Sports Betting,596.66,2983.3
5943,205,2024-05-29 03:43:47,Sports Betting,831.46,0.0
5944,48,2024-07-29 04:36:07,Table Games,461.26,922.52
5945,985,2025-03-15 07:20:06,Table Games,304.65,1523.25
5946,90,2025-02-05 05:57:10,Sports Betting,943.83,0.0
5947,673,2024-07-05 17:21:55,Live Casino,489.79,0.0
5948,553,2024-08-28 01:36:46,Table Games,816.08,0.0
5949,18,2024-04-25 14:53:34,Sports Betting,354.52,531.78
5950,736,2025-03-25 17:18:18,Live Casino,29.99,0.0
5951,917,2024-05-26 21:25:15,Sports Betting,830.96,830.96
5952,697,2025-01-16 23:37:02,Live Casino,642.19,0.0
5953,975,2024-08-14 02:41:31,Slots,952.3,0.0
5954,365,2024-07-27 01:13:01,Table Games,714.66,714.66
5955,359,2024-12-15 20:33:54,Table Games,159.3,0.0
5956,430,2024-04-19 12:44:59,Slots,808.76,0.0
5957,973,2024-10-07 07:35:43,Slots,564.35,0.0
5958,602,2025-01-24 19:26:47,Live Casino,734.14,0.0
5959,320,2024-07-06 05:00:16,Slots,975.84,0.0
5960,774,2024-09-26 09:25:47,Slots,105.19,0.0
5961,800,2024-07-07 02:21:47,Slots,115.78,231.56
5962,690,2024-04-26 14:07:26,Sports Betting,921.0,1842.0
5963,202,2024-06-05 07:23:09,Slots,337.67,506.5
5964,256,2025-02-15 23:27:39,Slots,542.16,0.0
5965,37,2024-10-17 05:47:31,Table Games,735.82,735.82
5966,705,2024-11-17 16:40:24,Table Games,486.79,973.58
5967,615,2024-10-03 10:43:50,Sports Betting,397.17,794.34
5968,864,2025-03-03 10:09:43,Live Casino,36.97,0.0
5969,175,2024-06-05 11:40:10,Live Casino,296.47,1482.35
5970,577,2024-11-25 18:53:58,Sports Betting,844.36,1266.54
5971,80,2024-07-07 14:08:25,Sports Betting,459.39,0.0
5972,163,2025-03-18 15:15:42,Live Casino,690.28,1380.56
5973,295,2025-02-09 20:54:52,Sports Betting,518.87,0.0
5974,850,2024-05-11 03:19:12,Slots,396.64,1983.2
5975,263,2024-04-29 12:03:40,Live Casino,805.21,1610.42
5976,422,2024-08-12 13:27:33,Live Casino,762.2,1143.3
5977,696,2024-05-10 12:19:37,Slots,678.19,1356.38
5978,443,2024-08-29 02:50:09,Table Games,558.34,2791.7
5979,66,2024-12-12 21:18:07,Table Games,634.7,952.05
5980,863,2024-10-09 06:32:33,Live Casino,920.7,920.7
5981,499,2024-08-04 12:29:44,Live Casino,392.2,0.0
5982,873,2024-06-25 21:46:47,Table Games,698.43,1047.64
5983,864,2025-03-09 14:20:25,Sports Betting,33.86,0.0
